Tweet_ID,User_ID,Tweet,Created_At,Sentiment_Score,Sentiment,Coordinates,User_Location,Latitude,Longitude
414564916557647872,39271463,Wichita man charged with sex trafficking allegedly involving 17-year-old - http://t.co/NngtPv6hmX http://t.co/p1qT9eV4Ef #humantrafficking,2013-12-21 00:00:00 UTC,0.331899,positive,UNKNOWN,USA,37.09024,-95.712891
414566294109700096,616275764,#HumanTrafficking Christmas in a Conflict Zone - Nehanda Radio http://t.co/IypD873Zyg #eossipov #AAAW,2013-12-21 00:00:00 UTC,-0.0241047,weak_negative,UNKNOWN,Anacortes Wa.98273,48.49889,-122.662498
414566533247926272,616275764,#HumanTrafficking #UN ODC Tasks Nigeria On Global Movement Against Traficking - The Guardian Nigeria http://t.co/2MCcpxHZ0h #eossipov #AAAW,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,Anacortes Wa.98273,48.49889,-122.662498
414567192131149824,38625929,RT @TrafficInPeople: Wichita man charged with sex trafficking allegedly involving 17-year-old - http://t.co/NngtPv6hmX http://t.co/p1qT9eV4…,2013-12-21 00:00:00 UTC,0.331899,positive,UNKNOWN,SF Bay Area,37.7749295,-122.4194155
414569275777892352,1129760798,RT @TrafficInPeople: Wichita man charged with sex trafficking allegedly involving 17-year-old - http://t.co/NngtPv6hmX http://t.co/p1qT9eV4…,2013-12-21 00:00:00 UTC,0.331899,positive,UNKNOWN,"San Juan, Puerto Rico",18.4663338,-66.1057217
414569831174656000,53067765,"RT @UniteWomenIN: mT @wemarriage: Anti#Trafficking in Persons Program (ATIP) identifies &amp; serves victims of #humanTrafficking,
http://t.co/…",2013-12-21 00:00:00 UTC,0.0416667,weak_positive,UNKNOWN,Indiana,40.2671941,-86.1349019
414570859316396032,476555593,"RT @UniteWomenID: mT @wemarriage: Anti#Trafficking in Persons Program (ATIP) identifies &amp; serves victims of #humanTrafficking,
http://t.co/…",2013-12-21 00:00:00 UTC,0.0416667,weak_positive,UNKNOWN,Texas,31.9685988,-99.9018131
414570860402737152,476555593,"RT @UniteWomenOrgOH: mT @wemarriage: Anti#Trafficking in Persons Program (ATIP) identifies &amp; serves victims of #humanTrafficking,
http://t.…",2013-12-21 00:00:00 UTC,0.0416667,weak_positive,UNKNOWN,Texas,31.9685988,-99.9018131
414571603075559424,2186735177,RT @abolishslavery: #FridayFacts : Total profit from #humantrafficking is second only to the trafficking of drugs #FF,2013-12-21 00:00:00 UTC,0.917658,very_positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414571995099955200,463577491,DHS Complicit In Drug Cartel Human Trafficking http://t.co/Pslbm7ieY4 #IBDEditorials #tcot #ccot #HumanLife #HumanTrafficking #DrugCartels,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,   USA,37.09024,-95.712891
414572701228220416,2187553279,You must watch @Ruins_Doc. #humantrafficking #Greece #humanrights,2013-12-21 00:00:00 UTC,0.813017,very_positive,UNKNOWN,London/Limassol,51.51121389999999,-0.1198244
414574880970248192,2179682328,RT @PeaceEdProject: You must watch @Ruins_Doc. #humantrafficking #Greece #humanrights,2013-12-21 00:00:00 UTC,0.813017,very_positive,UNKNOWN,Hellas,39.074208,21.824312
414575468730281986,2211744080,RT @TrafficInPeople: Wichita man charged with sex trafficking allegedly involving 17-year-old - http://t.co/NngtPv6hmX http://t.co/p1qT9eV4…,2013-12-21 00:00:00 UTC,0.331899,positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414576982538469376,104237434,"http://t.co/4QXe6Jz4aO If YOU saw this, would YOU end it?! #endit #humantrafficking",2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,Chicago,41.8781136,-87.6297982
414582376543825920,65934975,Heroes+#HumanTrafficking+Epic #RomanticSuspense=RECKLESS ENDANGERMENT http://t.co/8xnwwID8SH #ebooks #asmsg http://t.co/dpkjGuOHb8,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,"Denver, CO, USA",39.737567,-104.9847179
414582847320903680,1208287406,RT @MtnMoxieGirl: Heroes+#HumanTrafficking+Epic #RomanticSuspense=RECKLESS ENDANGERMENT http://t.co/8xnwwID8SH #ebooks #asmsg http://t.co/d…,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414583205614714880,1115682073,"RT @saserief: |@PixelProject: Report #humantrafficking in the Philippines: call 1343 Metro Manila, call (02)1343 from anywhere else http://…",2013-12-21 00:00:00 UTC,0.251013,positive,UNKNOWN,universe,55.041487,9.809545
414583223013113856,1020197359,RT @MtnMoxieGirl: Heroes+#HumanTrafficking+Epic #RomanticSuspense=RECKLESS ENDANGERMENT http://t.co/8xnwwID8SH #ebooks #asmsg http://t.co/d…,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414583574080126976,128584174,"VIETNAM: This month, two survivors of #humantrafficking and #domesticviolence found a safe place at Hagar. http://t.co/5wAmbP1YhZ",2013-12-21 00:00:00 UTC,0.343764,positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414583975781617664,248384599,RT @MtnMoxieGirl: Heroes+#HumanTrafficking+Epic #RomanticSuspense=RECKLESS ENDANGERMENT http://t.co/8xnwwID8SH #ebooks #asmsg http://t.co/d…,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,Northern California,38.8375215,-120.8958242
414585587920678912,479903649,"RT @McSwainandBeck: Beautiful, @deevinehammer: http://t.co/whFsoMf3wQ … Proceeds help victims of #humantrafficking? @jesskristie #ArtKNB",2013-12-21 00:00:00 UTC,0.207665,weak_positive,UNKNOWN,HC,33.8607473,-112.2564863
414587236307701761,499035819,"TY RT @ECPATUSACarol: Such a well done 1/2 hour by CBS about #humantrafficking in the U.S.:
http://t.co/gOC61jgZdE  #childsextrafficking",2013-12-21 00:00:00 UTC,0.941989,very_positive,UNKNOWN,"New York, NY",40.7143528,-74.00597309999999
414594788781211649,396936122,RT @DHSgov: Traveling for the holiday? Be aware of #humantrafficking indicators. Learn more from the #BlueCampaign: http://t.co/hkXWtkgMUx,2013-12-21 00:00:00 UTC,0.666667,positive,UNKNOWN,The Boogie Down BRONX!,40.85,-73.86666699999999
414597355866828801,504533559,"RT @benmoushon: The most powerful message I've seen about #humantrafficking. Brought me to tears.
http://t.co/pYGzfvuMyG",2013-12-21 00:00:00 UTC,0.470506,positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414609927743614976,281080815,"RT @MiraSorvino: See an amazing teenager spread awareness 2 her fellow Cambodians on how to prevent being victims of #humantrafficking
http…",2013-12-21 00:00:00 UTC,0.893691,very_positive,UNKNOWN,Los Angeles,34.0522342,-118.2436849
414610411494047744,352750154,RT @FredDouglassSon: #HumanTrafficking Prevention: Can it be given as a gift? http://t.co/DgQx7SeAqV #endslavery #sextrafficking Please RT,2013-12-21 00:00:00 UTC,-0.0226769,weak_negative,UNKNOWN,U.S.A.,37.09024,-95.712891
414613866015109120,234152595,#UK fans: #Beware the #grass isn't always greener! http://t.co/rqdrEVbQQC #Temptation #Curiosity #BYNR  #Share #humantrafficking,2013-12-21 00:00:00 UTC,-0.0443791,weak_negative,UNKNOWN,South Carolina,33.836081,-81.1637245
414613891063095296,1966507722,मानव तस्करी रोकने के लिए राष्ट्रीय महिला आयोग ने विशेष कानून बनाने की सिफारिश की है #HumanTrafficking #woman #NCW,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,नई दिल्ली/भारत,28.635308,77.22496
414614006482341889,321850004,RT @Virgilsbaby: #UK fans: #Beware the #grass isn't always greener! http://t.co/rqdrEVbQQC #Temptation #Curiosity #BYNR  #Share #humantraff…,2013-12-21 00:00:00 UTC,-0.0443791,weak_negative,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414614243271380992,267959196,"@RaphaHouse Canada's Highest Court Strikes Down Country's Anti-Prostitution Laws http://t.co/7gAQNboaaK "" #humantrafficking Bad move Canada",2013-12-21 00:00:00 UTC,0.0220874,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414614426403082240,267959196,RT @UniteWomenSD: MT @TrafficInPeople: AtlanticCity man indicted in alleged HumanTrafficking &amp; prostitution ring http://t.co/G2TiBS8t2i #hu…,2013-12-21 00:00:00 UTC,0.0965443,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414614782872797184,267959196,"Judge: Obama's DHS Facilitating Drug Cartels' #HumanTrafficking http://t.co/vR7buf9k3B "" #noamnesty @EricCantor @SpeakerBoehner @GrahamBlog",2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,USA,37.09024,-95.712891
414615082220269568,267959196,"judge: Obama's DHS Facilitating Drug Cartels' #HumanTrafficking http://t.co/vR7buf9k3B "" #noamnesty @BobGoodlatte6 @RosLehtinen",2013-12-21 00:00:00 UTC,0.0684307,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414615141007634434,315495725,"RT @PixelProject: #Colombia: To report #humantrafficking, call 01 8000 522020",2013-12-21 00:00:00 UTC,0.173126,weak_positive,UNKNOWN,PDX,45.58923739999999,-122.5938886
414615273748955136,267959196,judge: Obama's DHS Facilitating Drug Cartels' #HumanTrafficking http://t.co/vR7buf9k3B @MarkSanford @AGAlanWilson @SenTedCruz #noamnesty,2013-12-21 00:00:00 UTC,0.0684307,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414615543199440896,267959196,judge: Obama's DHS Facilitating Drug Cartels' #HumanTrafficking http://t.co/vR7buf9k3B #noamnesty @StolenLivesQlt @GoJamielsLawGo @DHSgov,2013-12-21 00:00:00 UTC,0.0684307,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414616126144802816,267959196,RT @DouglassFamily: What Obama's Anti-#HumanTrafficking Order Means for Apple - Businessweek: http://t.co/AEiYKar5wI,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,USA,37.09024,-95.712891
414618117219024896,267959196,RT @FredDouglassSon: What Obama's Anti-#HumanTrafficking Order Means for Apple - Businessweek: http://t.co/27ZAADgNKt,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,USA,37.09024,-95.712891
414619054641795072,311826280,My Open Letter: http://t.co/I5jINqPvlc #humantrafficking #prostitution #cdnpoli,2013-12-21 00:00:00 UTC,0.125,weak_positive,UNKNOWN,"Kingston, Ontario, Canada ",44.2311717,-76.4859544
414623621030875136,519441835,RT @CNNFreedom: #EndSlavery RT @IJM: Know the signs of #humantrafficking: http://t.co/HGyBLOOVyu,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414623805529935872,380323799,"RT @mtvexit: FACT: 3 out of every 1,000 people worldwide are victims in #humantrafficking. Spread the word. #endslavery",2013-12-21 00:00:00 UTC,-0.466242,negative,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414624299602153472,267959196,#humantrafficking read THIS one http://t.co/uSTMxZFAwg Florida  arrested : police officer backpage etc,2013-12-21 00:00:00 UTC,0.123623,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414624414609580032,267959196,#humantrafficking read THIS one http://t.co/1mp32nZbqM I just shake my head @BarackObama,2013-12-21 00:00:00 UTC,0.879275,very_positive,UNKNOWN,USA,37.09024,-95.712891
414624715412488193,267959196,"@marcorubio #humantrafficking read one http://t.co/1oqG6FnzJc  Florida arrested : police officer , host of others , attorney backpage etc",2013-12-21 00:00:00 UTC,0.34931,positive,UNKNOWN,USA,37.09024,-95.712891
414625139012009984,267959196,22 of those arrested are receiving food stamps / SNAP benefits -&gt; VIDEO #humantrafficking read one http://t.co/1oqG6FnzJc  Florida  bust,2013-12-21 00:00:00 UTC,-0.268688,negative,UNKNOWN,USA,37.09024,-95.712891
414625345330245632,267959196,22 of those arrested are receiving food stamps / SNAP benefits -&gt; VIDEO #humantrafficking http://t.co/zdo71lvFu2  Florida prostitution bust,2013-12-21 00:00:00 UTC,-0.39645,negative,UNKNOWN,USA,37.09024,-95.712891
414625508467302400,267959196,22 of those arrested are receiving food stamps / SNAP benefits -&gt; VIDEO #humantrafficking http://t.co/1oqG6FnzJc  Florida prostitution bust,2013-12-21 00:00:00 UTC,-0.39645,negative,UNKNOWN,USA,37.09024,-95.712891
414629942316384256,199271877,#humantrafficking NCW recommends special legislation against human trafficking http://t.co/mVsL2xk4uO,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414634830039511040,38625929,"TheGuardian: #HumanTrafficking victims forced into crime are let down by police, report reveals
 http://t.co/HRPi88pSPz",2013-12-21 00:00:00 UTC,-0.143287,weak_negative,UNKNOWN,SF Bay Area,37.7749295,-122.4194155
414635408786354177,355553437,U.S. gov. complicit in #HumanTrafficking - http://t.co/pxeA3Nnq2y via @IBDinvestors &amp; @Jn3_16_21 #EndItMovement #StopSlavery #EndSlavery #RT,2013-12-21 00:00:00 UTC,0.0416667,weak_positive,UNKNOWN,North America,54.5259614,-105.2551187
414635702249201664,38625929,TheGuardian: Theresa May urged to introduce legal guardians for #ChildTrafficking victims. #HumanTrafficking http://t.co/oInU29j3Vk,2013-12-21 00:00:00 UTC,0.0364963,weak_positive,UNKNOWN,SF Bay Area,37.7749295,-122.4194155
414639010263629824,35798099,#humantrafficking + #thriller + #romance = #OnThePineappleExpress by #HLWegley only $3.99 http://t.co/o2usUZaIOF #PBG/HLB #Kindle #sale,2013-12-21 00:00:00 UTC,0.273858,positive,UNKNOWN,USA,37.09024,-95.712891
414639226651967488,35730171,#Portland (PNW Division 62) Key Clubbers are so excited to combat #humantrafficking with The Force.… http://t.co/tZxKWLseTU,2013-12-21 00:00:00 UTC,-0.33,negative,UNKNOWN,"Portland, Oregon",45.5234515,-122.6762071
414640447374782464,234152595,Jeff stared at Kelly coiled in a #helpless #fetal position. It's #now or #never! http://t.co/ThkOqWHRIV #Humantrafficking #thriller,2013-12-21 00:00:00 UTC,-0.991807,very_negative,UNKNOWN,South Carolina,33.836081,-81.1637245
414641360994447360,49352512,RT @SafeNightApp: Thrilled! Partnership for Freedom announced 12 finalists.#SafeNight was selected as 1 of them: http://t.co/zlCOxlw8Sl #P4…,2013-12-21 00:00:00 UTC,-0.25,weak_negative,UNKNOWN,"San Francisco, CA",37.7749295,-122.4194155
414643029203382272,39271463,NCW recommends special legislation against human trafficking - Zee News http://t.co/vVFpNU6FaR #humantrafficking,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414643108081844224,1671916531,RT @TrafficInPeople: NCW recommends special legislation against human trafficking - Zee News http://t.co/vVFpNU6FaR #humantrafficking,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414643143917584384,114818067,RT @jadapsmith: I join @KatieShow tomorrow to talk about #humantrafficking &amp; modern day slavery. Sneak Peek Here: http://t.co/0QEsfQzi http…,2013-12-21 00:00:00 UTC,0.013916,weak_positive,UNKNOWN,Chicago,41.8781136,-87.6297982
414643368808165376,119438611,RT @TrafficInPeople: NCW recommends special legislation against human trafficking - Zee News http://t.co/vVFpNU6FaR #humantrafficking,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414645100342280192,1056850669,National Commission of Women #NCW recommends special legislation against #humanTrafficking.,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,New Delhi,28.635308,77.22496
414645116163207168,199271877,#humantrafficking NCW recommends special legislation against human trafficking http://t.co/GFqPf59rIh,2013-12-21 00:00:00 UTC,0.0522268,weak_positive,UNKNOWN,USA,37.09024,-95.712891
414648928936534016,234986546,Baby Factory Raided In Nigeria http://t.co/r7vYGp1d0W #Nigeria #humantrafficking,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,Sri Lanka,7.873053999999999,80.77179699999999
414648985979064320,286552464,#STOP #humantrafficking #RaiseAwareness #CryingForTears http://t.co/bHN6tM2Ooj,2013-12-21 00:00:00 UTC,0.0,neutral,UNKNOWN,UNKNOWN,42.230537,-83.7466403
414651613848956928,632281002,#HumanTrafficking General Assembly backs right to privacy in digital age - UN News Centre http://t.co/h0yFsC6dwm... http://t.co/3YZ2Yynphc,2013-12-22 00:00:00 UTC,0.940354,very_positive,UNKNOWN,Anacortes Wa.98273,48.49889,-122.662498
414651620366884864,616275764,#HumanTrafficking General Assembly backs right to privacy in digital age - UN News Centre http://t.co/WY51v1RoYt #News #elaineossipov,2013-12-22 00:00:00 UTC,0.940354,very_positive,UNKNOWN,Anacortes Wa.98273,48.49889,-122.662498
414651621948129280,702166302,#HumanTrafficking General Assembly backs right to privacy in digital age - UN News Centre http://t.co/mtWl3VkrDR... http://t.co/C7yVxahpvt,2013-12-22 00:00:00 UTC,0.940354,very_positive,UNKNOWN,Anacortes Wa.98273,48.49889,-122.662498
